trial	prizeDoor	firstChoice	selectedWinner	revealedDoor	switchChoice	action	finalChoice	winner	outcome
319	2	2	TRUE	1	FALSE	stayed	2	TRUE	won
320	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
321	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
322	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
323	1	2	FALSE	3	TRUE	switched	1	TRUE	won
324	1	3	FALSE	2	TRUE	switched	1	TRUE	won
325	2	3	FALSE	1	TRUE	switched	2	TRUE	won
326	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
327	2	2	TRUE	1	FALSE	stayed	2	TRUE	won
328	2	3	FALSE	1	TRUE	switched	2	TRUE	won
329	3	1	FALSE	2	TRUE	switched	3	TRUE	won
330	3	1	FALSE	2	TRUE	switched	3	TRUE	won
331	3	2	FALSE	1	TRUE	switched	3	TRUE	won
332	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
333	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
334	3	3	TRUE	1	FALSE	stayed	3	TRUE	won
335	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
336	3	1	FALSE	2	TRUE	switched	3	TRUE	won
337	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
338	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
339	2	2	TRUE	3	TRUE	switched	1	FALSE	lost
340	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
341	2	3	FALSE	1	TRUE	switched	2	TRUE	won
342	1	1	TRUE	2	TRUE	switched	3	FALSE	lost
343	3	2	FALSE	1	TRUE	switched	3	TRUE	won
344	3	2	FALSE	1	TRUE	switched	3	TRUE	won
345	2	2	TRUE	3	FALSE	stayed	2	TRUE	won
346	3	3	TRUE	2	FALSE	stayed	3	TRUE	won
347	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
348	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
349	1	2	FALSE	3	TRUE	switched	1	TRUE	won
350	3	3	TRUE	2	FALSE	stayed	3	TRUE	won
351	2	2	TRUE	1	TRUE	switched	3	FALSE	lost
352	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
353	3	2	FALSE	1	TRUE	switched	3	TRUE	won
354	2	3	FALSE	1	TRUE	switched	2	TRUE	won
355	1	3	FALSE	2	TRUE	switched	1	TRUE	won
356	2	3	FALSE	1	TRUE	switched	2	TRUE	won
357	1	2	FALSE	3	TRUE	switched	1	TRUE	won
358	1	3	FALSE	2	TRUE	switched	1	TRUE	won
359	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
360	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
361	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
362	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
363	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
364	1	3	FALSE	2	TRUE	switched	1	TRUE	won
365	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
366	1	3	FALSE	2	FALSE	stayed	3	FALSE	lost
367	1	1	TRUE	2	TRUE	switched	3	FALSE	lost
368	1	3	FALSE	2	TRUE	switched	1	TRUE	won
369	2	3	FALSE	1	TRUE	switched	2	TRUE	won
370	2	1	FALSE	3	TRUE	switched	2	TRUE	won
371	2	3	FALSE	1	TRUE	switched	2	TRUE	won
372	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
373	1	2	FALSE	3	TRUE	switched	1	TRUE	won
374	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
375	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
376	1	3	FALSE	2	FALSE	stayed	3	FALSE	lost
377	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
378	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
379	3	1	FALSE	2	TRUE	switched	3	TRUE	won
380	2	3	FALSE	1	TRUE	switched	2	TRUE	won
381	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
382	2	1	FALSE	3	TRUE	switched	2	TRUE	won
383	3	1	FALSE	2	TRUE	switched	3	TRUE	won
384	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
385	3	3	TRUE	2	FALSE	stayed	3	TRUE	won
386	3	3	TRUE	1	FALSE	stayed	3	TRUE	won
387	1	2	FALSE	3	TRUE	switched	1	TRUE	won
388	1	3	FALSE	2	TRUE	switched	1	TRUE	won
389	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
390	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
391	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
392	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
393	2	1	FALSE	3	TRUE	switched	2	TRUE	won
394	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
395	2	2	TRUE	3	FALSE	stayed	2	TRUE	won
396	3	3	TRUE	2	TRUE	switched	1	FALSE	lost
397	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
398	2	1	FALSE	3	TRUE	switched	2	TRUE	won
399	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
400	1	2	FALSE	3	TRUE	switched	1	TRUE	won
401	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
402	3	1	FALSE	2	TRUE	switched	3	TRUE	won
403	1	2	FALSE	3	TRUE	switched	1	TRUE	won
404	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
405	3	1	FALSE	2	TRUE	switched	3	TRUE	won
406	1	1	TRUE	2	TRUE	switched	3	FALSE	lost
407	3	3	TRUE	1	FALSE	stayed	3	TRUE	won
408	3	2	FALSE	1	FALSE	stayed	2	FALSE	lost
409	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
410	3	1	FALSE	2	TRUE	switched	3	TRUE	won
411	2	1	FALSE	3	TRUE	switched	2	TRUE	won
412	2	1	FALSE	3	TRUE	switched	2	TRUE	won
413	1	1	TRUE	2	TRUE	switched	3	FALSE	lost
414	3	1	FALSE	2	TRUE	switched	3	TRUE	won
415	2	1	FALSE	3	FALSE	stayed	1	FALSE	lost
416	1	3	FALSE	2	TRUE	switched	1	TRUE	won
417	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
418	2	2	TRUE	1	TRUE	switched	3	FALSE	lost
419	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
420	3	2	FALSE	1	TRUE	switched	3	TRUE	won
421	3	2	FALSE	1	TRUE	switched	3	TRUE	won
422	1	3	FALSE	2	TRUE	switched	1	TRUE	won
423	3	1	FALSE	2	TRUE	switched	3	TRUE	won
424	3	1	FALSE	2	FALSE	stayed	1	FALSE	lost
425	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
426	1	2	FALSE	3	FALSE	stayed	2	FALSE	lost
427	2	3	FALSE	1	FALSE	stayed	3	FALSE	lost
428	1	2	FALSE	3	TRUE	switched	1	TRUE	won
429	2	3	FALSE	1	TRUE	switched	2	TRUE	won
430	2	2	TRUE	3	TRUE	switched	1	FALSE	lost
431	1	3	FALSE	2	TRUE	switched	1	TRUE	won
432	3	3	TRUE	1	TRUE	switched	2	FALSE	lost
433	2	3	FALSE	1	TRUE	switched	2	TRUE	won
